,TeamName,Season,AdjTempo,AdjOE,AdjDE,eFG_Pct_O,eFG_Pct_D,TO_Pct_O,TO_Pct_D,OR_Pct_O,OR_Pct_D,FT_Rate_O,FT_Rate_D,OFF_FT,OFF_2PT,OFF_3PT,DEF_FT,DEF_2PT,DEF_3PT,Size,Hgt1,Hgt2,Hgt3,Hgt4,Hgt5,HgtEff,Exp,Bench,Pts1,Pts2,Pts3,Pts4,Pts5,OR1,OR2,OR3,OR4,OR5,DR1,DR2,DR3,DR4,DR5,FG2Pct,FG3Pct,FTPct,BlockPct,OppFG2Pct,OppFG3Pct,OppFTPct,OppBlockPct,F3GRate,OppF3GRate,ARate,OppARate,StlRate,OppStlRate
2397,South Carolina,2016,70.2173,108.631,94.9517,48.5324,47.3975,18.8928,20.4531,37.45875,29.47368,43.11741,38.17035,23.4331,51.6567,24.9102,21.6428,41.721000000000004,36.6362,77.71,1.61,1.69,0.43,-0.15,1.06,0.91,1.9,30.77,16.38,21.25,22.77,17.7,21.89,10.61,16.37,17.7,20.98,34.34,12.16,21.78,23.08,17.37,25.6,46.5803,35.4344,68.8967,12.7907,42.9338,35.8418,68.595,10.9431,29.7065,41.2198,52.0468,56.2418,0.0915,0.0865
2398,Yale,2016,65.9753,109.51,95.6837,52.214,46.7105,19.9369,17.8302,39.25703,24.26614,41.69742,33.27068,21.1699,53.4819,25.3482,19.8818,51.2628,28.8555,76.88,0.14,0.6,0.77,-0.37,-0.62,-0.99,2.27,30.33,22.9,16.73,16.59,18.49,25.3,5.01,12.36,21.0,26.62,35.01,11.06,21.31,24.87,21.48,21.27,51.3827,36.0396,67.2566,12.5,45.5153,32.6642,69.6798,9.4558,31.0578,34.3358,57.2559,49.8476,0.0817,0.1012
2399,Kansas St.,2016,66.6497,108.814,94.9698,47.5746,48.9939,20.2667,20.8394,36.97124,30.990990000000004,42.53731,40.41364,23.5219,53.9846,22.4936,22.1235,51.0884,26.7881,77.97,1.35,0.63,1.01,1.47,1.49,2.96,1.57,33.44,17.94,19.75,18.26,23.63,20.42,10.82,19.67,17.68,29.58,22.25,14.52,17.45,19.58,21.42,27.02,48.7239,30.0172,68.797,7.9825,50.4386,30.9707,68.8797,10.3635,31.0768,36.2772,56.8944,57.732,0.1097,0.0996
2400,Clemson,2016,63.6755,112.915,98.9417,50.5214,47.8828,15.8198,17.9793,30.30303,30.33395,33.25608,28.53828,19.2219,47.7073,33.0709,17.4087,51.8259,30.7654,77.29,-0.21,-0.61,1.27,1.08,1.02,2.09,1.98,24.02,15.93,17.97,27.97,17.9,20.23,5.87,8.49,20.13,18.88,46.63,11.15,14.82,24.19,18.51,31.34,49.1412,35.1032,72.2997,14.2355,45.5185,34.9829,70.7317,8.3969,39.2816,33.9907,54.5817,51.8672,0.0899,0.0788
2401,Creighton,2016,70.10600000000001,112.386,98.3178,53.8443,48.9943,16.0983,17.4861,27.309890000000006,26.11026,37.48198,33.5249,19.590999999999998,49.9462,30.4629,19.2262,51.8752,28.8985,76.88,-1.66,0.06,-1.35,1.41,2.03,3.44,1.84,35.38,20.53,17.11,17.03,23.72,21.61,9.11,8.81,11.39,29.78,40.91,14.52,15.43,16.98,26.74,26.32,54.5455,35.1553,70.0,7.8091,47.5054,34.6099,69.5714,8.6991,38.6833,33.7644,54.8519,50.9434,0.0837,0.0888
2402,Stephen F. Austin,2016,67.4268,111.339,96.9336,54.8203,49.5095,17.6667,25.9434,33.46774,30.65015,34.34113,40.22237,18.9713,50.9275,30.1012,21.595,54.4795,23.9254,75.08,-2.74,-2.0,-0.67,-1.84,-1.22,-3.07,2.17,34.07,12.54,19.57,28.56,22.92,16.42,4.97,8.38,29.39,28.67,28.58,10.44,8.75,26.43,24.29,30.09,54.5126,36.8992,74.7508,9.4429,49.6695,32.766,67.8049,7.3105,36.7941,30.739,64.6081,52.2059,0.1234,0.0755
2403,Michigan,2016,65.9134,115.094,100.54,54.50899999999999,51.4403,14.547,17.9239,24.78109,26.38522,27.75551,27.00617,15.8546,45.1663,38.9791,16.0369,52.9807,30.9824,77.91,0.94,1.95,1.39,1.09,0.3,1.39,1.42,30.34,17.38,18.27,22.03,22.09,20.23,10.23,13.29,13.28,17.81,45.39,23.93,16.75,22.62,18.99,17.7,52.5653,37.9661,74.0072,6.1489,51.0518,34.7458,72.7619,10.261,44.3387,36.4198,56.7391,53.0217,0.084,0.0623
2404,Texas Tech,2016,65.9989,113.846,99.1212,50.0285,49.5624,17.8038,18.9599,31.31604,32.35556,42.24629,32.93217,23.8612,52.0607,24.0781,18.9624,48.0322,33.0054,77.59,1.7,1.09,0.37,1.02,-0.1,0.91,1.72,32.67,15.74,21.99,20.94,20.69,20.64,8.84,16.3,22.77,23.25,28.84,16.31,14.98,16.2,28.55,23.96,49.2207,34.5794,74.22399999999999,11.7854,47.2296,35.6006,70.4319,8.4495,30.5017,37.8009,53.2484,46.2324,0.0879,0.0957
2405,USC,2016,71.1914,113.901,99.116,52.1759,47.3138,16.5847,16.6647,32.16,31.5289,35.04913,28.307,18.5239,52.3201,29.156,17.3827,53.2913,29.326,78.55,1.22,1.64,1.09,2.86,2.02,4.88,1.25,31.2,20.51,18.81,19.31,21.01,20.36,7.74,12.53,14.65,31.78,33.31,16.5,18.25,14.84,25.96,24.44,49.4134,38.6628,67.6903,12.4742,46.5886,32.4607,70.3349,9.3168,32.1947,34.4921,51.1202,50.7576,0.0859,0.0783
2406,Valparaiso,2016,66.2795,107.747,92.3632,50.7278,44.5496,19.0319,18.4964,35.2057,24.81146,35.08006,38.74104000000001,20.0382,47.0363,32.9254,22.3115,48.9067,28.7818,77.94,0.74,0.5,2.34,1.6,0.65,2.25,2.23,35.79,18.35,20.66,19.05,23.21,18.72,9.29,15.32,16.07,23.33,35.99,14.57,18.37,19.58,20.39,27.09,48.2732,36.4676,72.4758,13.0402,41.5466,33.8583,66.0502,10.2041,38.1853,32.4974,54.4346,49.016999999999996,0.0935,0.0857
2407,Syracuse,2016,64.9033,111.357,95.507,50.023999999999994,47.2979,18.1285,20.3946,33.53429000000001,35.27675,35.35062,27.96053,19.5442,43.9552,36.5006,16.4384,51.3076,32.254,78.57,3.48,2.71,2.11,1.15,-0.5,0.65,1.71,15.93,17.38,21.51,26.34,17.96,16.82,7.85,6.32,10.75,36.97,38.12,11.31,18.33,14.96,26.76,28.65,47.1808,35.9589,68.75,12.7726,48.1308,30.6872,66.5546,9.3698,42.0749,39.6617,56.3348,65.5644,0.1236,0.0956
2408,Notre Dame,2016,64.933,119.69,103.709,54.0157,49.5588,15.3214,14.8093,32.70386,32.12913,32.85994,25.96377,18.4172,52.5148,29.068,16.0173,51.6332,32.3495,77.69,0.61,1.62,0.58,1.13,0.63,1.76,1.72,21.67,20.46,19.67,16.14,19.84,23.89,9.84,20.05,20.53,9.21,40.36,11.3,16.94,16.27,17.84,37.66,52.9061,37.4286,74.2176,10.0638,46.4918,36.9272,72.8086,8.1967,34.2801,34.4635,49.3827,53.0108,0.0841,0.0828
2409,Florida,2016,69.0396,109.425,93.4261,48.489,46.6809,16.0043,18.6125,32.91317,29.51895,39.51465,35.65671,20.8816,50.2055,28.913,20.5728,51.2303,28.1969,77.64,0.02,-0.68,2.52,1.16,1.3,2.46,1.34,35.07,18.08,20.85,18.64,22.49,19.94,4.43,6.69,25.03,27.72,36.13,15.93,13.33,22.59,26.27,21.88,48.8727,31.8912,64.774,10.6993,44.4056,34.3152,67.8191,9.0909,37.0421,32.1954,51.7204,47.5806,0.0929,0.0759
2410,Pittsburgh,2016,65.557,115.484,99.2827,51.0546,50.0279,17.4574,16.9412,36.91027,27.52708,36.07355,32.43998,21.0702,54.097,24.8328,17.6849,52.2738,30.0413,78.58,2.74,2.37,2.18,1.67,0.02,1.7,2.07,35.86,16.54,16.16,24.97,21.84,20.49,5.4,11.83,14.66,33.4,34.72,15.84,14.93,20.4,25.1,23.73,50.4287,34.9823,75.5622,9.3617,48.4255,35.3896,66.2651,8.4178,30.6111,34.3942,62.2485,54.5108,0.0746,0.0854
2411,VCU,2016,69.4498,110.984,94.769,50.983000000000004,49.1662,16.3273,21.4147,33.18486,27.65273,32.21626,36.78626,17.9432,53.7936,28.2632,20.2459,54.918,24.8361,76.62,0.35,0.9,-0.77,-0.6,-0.68,-1.28,2.09,34.55,17.83,22.29,22.12,17.51,20.25,3.65,12.01,12.98,32.88,38.48,13.63,16.57,17.16,25.24,27.4,50.1005,35.1678,69.2094,9.7826,48.5507,33.7229,67.8571,9.779,33.2887,30.2678,51.1881,52.6376,0.1219,0.0805
2412,Wisconsin,2016,63.2633,111.769,95.4038,48.5394,48.0893,17.132,18.5966,33.13905,27.70035,37.976,33.5845,21.5761,49.4732,28.9507,19.8655,53.0942,27.0404,78.02,1.83,1.02,2.25,1.16,-0.05,1.1,1.35,22.58,13.51,20.82,19.56,23.12,22.99,10.65,6.0,24.67,25.74,32.95,16.26,12.27,19.85,21.42,30.2,46.5504,34.9085,70.3297,8.6364,44.8485,37.3606,70.9936,9.199,34.2201,28.9559,49.0196,46.7844,0.091,0.0843
2413,Texas,2016,65.1637,112.821,95.7146,49.4155,47.7211,15.4063,18.4695,30.70399,32.014070000000004,39.47928,38.36137,21.0191,49.4268,29.5541,21.9263,50.2441,27.8296,76.97,-0.39,-0.04,-1.3,1.22,1.46,2.68,1.96,38.16,21.78,21.3,22.41,18.94,15.58,7.11,11.86,12.85,28.79,39.39,12.05,15.33,18.89,25.61,28.12,48.4596,34.0675,66.6218,11.5602,45.7559,34.4884,69.8727,8.9092,36.1849,32.8812,46.3145,47.0968,0.0757,0.0671
2414,Cincinnati,2016,64.1147,110.035,92.8755,49.3434,45.6214,16.347,20.2649,36.68885,30.63725,33.23232,27.00577,19.1894,49.5451,31.2655,16.7464,48.8038,34.4498,77.62,0.53,0.83,1.22,1.01,0.61,1.62,1.92,32.44,19.94,20.0,19.05,18.64,22.37,6.56,6.99,17.04,34.37,35.04,9.06,14.11,19.69,26.93,30.22,47.7291,34.7586,70.5167,15.5466,41.2955,35.7143,67.9612,8.6853,36.6162,35.2386,59.6945,50.6667,0.1157,0.0761
2415,Seton Hall,2016,69.4734,111.433,93.7641,49.7749,45.3873,19.4317,19.4731,34.70681,30.84465,40.42021,33.79378,21.0944,54.4013,24.5044,20.1735,52.2343,27.5922,77.8,2.56,0.77,0.99,0.79,-0.02,0.77,1.14,27.05,21.85,27.35,24.61,11.11,15.08,10.2,7.32,18.78,32.16,31.54,14.14,14.49,19.38,22.06,29.93,48.8256,34.6801,65.8416,11.4138,44.3299,31.6891,67.8832,9.7509,29.7149,33.0044,51.00899999999999,50.86,0.10400000000000001,0.1015
2416,Saint Mary's,2016,61.4817,118.599,100.706,58.379,46.1518,15.4072,15.5956,29.83871,26.71629,28.97043,24.08377,14.5833,50.5609,34.8558,15.0771,56.4547,28.4682,77.32,0.54,-0.86,0.47,1.17,1.38,2.55,1.06,23.45,19.15,17.11,18.79,21.59,23.36,8.33,4.35,14.63,41.48,31.21,13.7,19.51,15.15,25.3,26.34,56.4401,40.9605,68.8091,8.8753,44.8355,32.67,68.0435,7.7818,38.7733,31.5707,61.0206,46.871,0.0773,0.0716
2417,Connecticut,2016,65.7403,111.651,92.899,51.5392,44.5155,16.262,18.1606,28.57143,29.11765,29.58153,35.36645,18.5481,52.3755,29.0764,20.7877,47.7024,31.5098,77.96,1.77,0.74,1.27,0.25,1.87,2.12,1.97,29.59,19.99,21.56,21.35,23.44,13.66,6.94,11.53,15.44,19.63,46.46,9.74,13.37,23.21,32.82,20.87,49.9275,36.4807,79.3496,14.1095,42.02,32.6087,66.064,9.3478,33.6219,36.2027,51.9068,52.2293,0.0863,0.0755
2418,Gonzaga,2016,67.1988,116.44,97.1644,55.2032,44.7705,17.0744,15.1123,32.1366,26.02339,34.39049,28.111690000000007,19.0995,51.2709,29.6296,18.0952,54.632,27.2727,78.63,2.7,1.14,0.13,2.76,2.56,5.31,1.79,22.59,17.25,18.06,10.95,28.88,24.86,10.37,8.24,16.97,22.58,41.83,13.7,14.78,14.44,20.94,36.14,54.3495,37.8303,75.7925,7.6707,44.4053,30.3468,70.3704,8.0062,35.6293,32.7496,49.8978,43.5196,0.0743,0.0847
2419,California,2016,68.0218,112.902,93.2625,52.2009,44.2685,17.687,14.1069,32.40034,25.32819,41.74003,37.45601,20.7859,51.3949,27.8193,23.0668,52.9489,23.9843,79.04,3.4,1.92,1.47,1.61,2.92,4.54,1.44,31.51,18.58,23.22,20.05,23.5,14.66,9.83,11.84,13.54,26.73,38.07,13.84,18.34,16.74,25.07,26.02,51.0938,36.2519,65.6328,10.8755,41.4501,34.7249,70.8725,7.8125,33.7131,26.4957,48.0899,46.7681,0.0592,0.0733
2420,Baylor,2016,66.4547,118.756,98.8407,51.5625,51.2373,18.619,19.7799,40.05352,28.81197,38.59375,38.63892,21.3349,54.3504,24.3147,20.9544,50.1518,28.8937,76.77,-1.49,0.35,0.53,1.03,-0.46,0.58,1.88,29.41,15.56,18.42,14.14,25.66,26.23,3.93,8.3,17.63,34.58,35.57,11.4,15.34,19.19,27.67,26.4,49.7817,37.3626,72.4696,10.9601,49.1079,36.9384,70.3057,9.3886,28.4375,33.802,63.4009,72.25,0.1143,0.0951
2421,Wichita St.,2016,65.8499,111.743,90.5918,48.9097,44.7066,14.7533,23.2342,31.59583,23.6014,37.37323,45.43255,21.5535,48.8003,29.6462,26.5408,43.6382,29.8211,76.94,-0.28,0.56,0.13,0.69,-0.3,0.39,1.87,42.07,22.05,18.7,18.57,20.16,20.52,5.75,13.57,19.38,32.01,29.28,15.36,18.26,17.44,24.68,24.26,49.1803,32.3138,71.9132,11.3244,42.1305,32.7332,71.1052,8.6066,38.1339,36.9631,56.2278,48.2003,0.11,0.0689
2422,Iowa,2016,68.812,116.298,94.9421,51.332,48.0455,14.7692,18.8209,31.947840000000006,31.29468,33.00444,24.98763,18.7427,49.7462,31.5111,15.0853,53.1701,31.7446,78.47,1.61,0.76,1.7,1.83,2.54,4.37,2.13,28.92,14.87,18.37,22.19,24.91,19.66,6.12,7.97,24.01,23.22,38.69,13.47,13.79,18.32,24.13,30.28,48.7003,37.4131,71.7489,12.3299,48.6789,31.3472,68.3168,7.5688,35.4711,38.1989,57.7263,53.4118,0.0972,0.0767
2423,Xavier,2016,71.9214,117.096,95.3858,51.3875,47.7861,17.4224,19.2905,35.21809000000001,25.96899,41.72347,33.58209,22.8718,49.1779,27.9503,19.6906,48.5786,31.7308,77.93,1.64,1.54,1.02,0.56,1.02,1.58,1.53,34.91,15.87,16.1,22.37,21.42,24.25,7.11,12.14,14.61,23.55,42.6,15.44,8.11,18.16,24.73,33.55,49.7781,36.3248,73.0455,8.4448,48.5786,31.0811,69.7778,8.8018,34.1772,40.4975,59.0517,54.6763,0.0999,0.0837
2424,Texas A&M,2016,66.5488,114.159,92.3528,51.2455,47.402,17.3362,21.1757,34.54019,29.40331,38.08877,32.35711,19.9788,50.2122,29.8091,18.3483,47.1115,34.5403,78.19,1.25,1.94,2.18,0.67,1.0,1.67,1.82,35.21,12.66,16.39,25.16,21.88,23.91,4.73,13.23,22.03,18.98,41.02,10.46,15.8,26.66,23.35,23.73,51.2635,34.1434,67.1819,10.489,45.6625,33.3333,65.8394,9.4585,37.2736,40.1039,61.8567,57.1926,0.1008,0.0772
2425,Arizona,2016,68.3189,117.368,95.4851,53.6294,46.2246,18.2314,16.0453,34.99112,24.86486,43.80711,29.332040000000006,22.7422,53.0165,24.2413,18.4458,55.4227,26.1315,78.28,0.48,0.2,1.71,2.19,2.94,5.13,2.02,36.01,16.59,19.98,22.34,21.97,19.12,5.36,6.03,16.16,34.68,37.76,11.87,14.24,17.73,26.17,29.99,52.1583,38.1034,72.0742,11.338,45.7042,31.5789,71.2871,8.4173,29.4416,31.2682,51.2685,48.3001,0.0676,0.0771
2426,SMU,2016,65.7467,119.059,97.0181,55.2982,46.6272,18.7686,18.3145,41.20708,28.45455,33.815870000000004,30.35503,17.6369,57.2661,25.096999999999998,17.1834,47.5039,35.3127,76.88,-2.33,2.14,0.78,0.34,-0.43,-0.09,1.91,25.82,22.16,16.86,18.34,21.98,20.65,3.81,10.93,14.11,39.64,31.52,10.81,16.02,17.61,28.28,27.27,52.4901,41.9913,70.0342,13.5108,44.5759,33.1361,63.7427,9.3281,26.7516,40.0,61.5385,55.9172,0.0918,0.111
2427,Duke,2016,67.5008,121.786,99.7328,53.7237,49.5098,14.2795,17.3855,33.17757,34.58365,40.56206,25.31194,21.4384,44.863,33.6986,14.8333,59.1798,25.987,78.71,2.67,2.14,0.22,2.16,2.5,4.65,1.06,20.9,16.72,22.94,22.94,23.51,13.89,6.84,11.03,11.19,29.56,41.39,12.6,15.2,15.3,26.84,30.05,51.0125,38.5429,72.2864,9.8797,48.8917,33.985,68.1338,9.8131,39.8595,29.6346,48.8301,52.4048,0.0908,0.0658
2428,Oregon,2016,68.0532,119.63,96.8455,52.2748,48.8941,16.0899,20.1706,34.0729,30.56197,40.25735,32.0,21.6058,51.8263,26.5679,18.6374,50.5873,30.7753,78.15,2.01,1.82,1.73,0.52,0.75,1.27,1.62,26.06,11.13,22.65,23.26,21.78,21.17,6.38,18.12,19.1,20.26,36.14,12.37,17.71,18.96,20.71,30.25,52.6242,34.4043,71.5753,15.132,46.1099,36.1878,70.0,7.9076,34.329,34.0706,49.8513,52.0925,0.1038,0.063
2429,Indiana,2016,67.7325,120.855,98.0589,58.6775,49.7791,19.5569,18.8967,37.23022,29.23077,33.874140000000004,30.19146,17.4334,46.7658,35.8008,17.123,56.1504,26.7266,77.34,-0.06,0.65,1.55,0.5,0.16,0.66,1.75,36.88,22.28,18.23,18.01,18.35,23.13,11.04,8.44,18.85,26.25,35.42,14.23,16.51,20.8,22.79,25.67,56.1462,41.5663,73.1495,9.7787,49.0364,34.2767,68.1301,8.804,40.8063,31.2224,54.8482,46.7403,0.0986,0.0887
2430,Louisville,2016,66.0679,113.035,88.7196,51.9502,44.7092,17.192999999999998,21.5641,38.53296,29.216590000000004,31.85265,40.4703,17.4699,58.5198,24.0103,23.7467,47.2823,28.971,78.19,1.58,-0.25,1.37,2.64,1.72,4.35,1.43,34.19,19.83,19.8,23.92,17.81,18.65,8.54,13.65,7.4,33.85,36.56,12.46,15.82,17.36,25.62,28.74,51.9084,34.7015,69.0476,14.2447,42.8298,32.1053,68.8073,6.8702,29.0358,35.2723,48.3834,51.5055,0.1078,0.0821
2431,Purdue,2016,67.5995,117.0,92.4061,53.5749,44.3257,17.6624,13.705,34.93562,23.41211,35.40646,28.06268,19.7359,50.7704,29.4938,18.1499,53.0469,28.8032,78.56,-0.18,1.82,1.96,1.75,3.55,5.3,1.52,38.35,13.87,14.78,18.22,20.97,32.16,17.95,3.4,14.59,26.29,37.77,10.41,14.69,14.91,29.45,30.54,52.7841,36.6621,74.4122,11.7104,42.9383,31.4204,70.0508,7.704,35.7982,33.0959,64.0625,50.4854,0.0612,0.0904
2432,West Virginia,2016,69.3697,116.39,90.4754,49.8335,48.3946,19.9799,25.0351,41.95489,27.12766,46.24167,55.34151,23.7905,53.4012,22.8083,28.9936,44.5396,26.4668,77.35,1.58,-0.3,-0.04,1.59,0.03,1.62,1.72,40.12,22.44,21.35,20.09,16.87,19.25,11.36,9.76,23.99,24.94,29.94,14.44,13.15,20.36,23.22,28.83,50.3084,32.5039,67.28399999999999,8.5243,47.6627,33.119,71.4135,8.7731,30.5899,36.3106,54.0827,51.1019,0.1376,0.0983
2433,Villanova,2016,66.5578,118.299,91.552,56.0525,46.6622,16.3235,20.5528,28.23813,29.37158,34.0899,29.99555,19.211,47.4022,33.3868,17.5383,48.84,33.6217,77.34,1.95,0.23,0.39,-0.35,0.6,0.25,1.71,31.49,19.49,18.54,24.45,20.48,17.04,8.75,8.93,26.81,15.6,39.92,10.16,13.22,23.32,18.9,34.4,57.3758,36.1835,78.1984,9.666,44.1365,33.9286,66.1721,6.7547,42.6791,37.3832,58.6556,56.2914,0.1046,0.0861
2434,North Carolina,2016,71.0747,121.139,93.1009,52.5966,48.0922,15.3771,18.2314,40.65855,29.92701,32.253029999999995,30.39832,18.6349,61.0692,20.296,18.0422,48.9461,33.0118,77.77,-0.15,-0.64,2.33,2.22,1.21,3.42,1.85,33.87,19.06,16.74,16.27,23.78,24.16,6.9,6.02,21.07,31.42,34.59,13.3,11.27,15.6,25.04,34.79,53.8913,32.7007,74.6973,11.5309,44.6254,36.2353,69.6552,6.5032,26.7474,35.6394,57.3279,43.7059,0.096,0.0803
2435,Virginia,2016,60.6947,120.224,91.1288,54.7862,48.3775,15.1172,18.798,29.90741,25.23768,32.07739,33.36939,18.0503,56.3595,25.5903,19.4869,48.7849,31.7282,77.9,2.05,1.92,0.22,0.55,0.88,1.44,1.98,31.84,17.66,19.71,21.02,17.55,24.06,6.41,7.12,7.58,36.34,42.55,13.57,17.81,19.71,22.8,26.11,52.5942,40.2154,75.2381,10.1536,46.2457,34.711999999999996,70.1783,5.8991,28.3605,36.6144,57.1577,47.619,0.0872,0.0872
2436,Michigan St.,2016,66.3201,123.022,93.3408,56.2801,43.2593,17.5822,14.2353,37.06597,24.31835,29.98075,34.07407,16.2549,49.266000000000005,34.4791,21.9599,50.7795,27.2606,77.18,0.76,0.78,0.18,-0.21,0.48,0.27,1.82,40.6,18.2,22.44,21.22,17.35,20.79,5.91,10.5,12.14,29.79,41.66,9.55,14.87,20.74,26.1,28.74,51.3816,43.4371,72.8732,12.9481,41.6971,31.003,71.4493,8.5885,35.563,32.4938,71.2587,48.708,0.0661,0.0792
2437,Abilene Christian,2017,65.7352,96.7143,108.767,52.4756189047262,52.8688524590164,20.954985853937398,21.418079463969104,23.1901840490798,31.742243436754197,34.8087021755439,44.33681073025341,17.5604007071302,51.14908662345321,31.2905126694166,21.8612334801762,48.8986784140969,29.2400881057269,76.31,0.88,-0.68,-0.89,-0.6,-1.02,-0.81,1.14,35.73,16.82,15.23,13.8,23.43,30.65,7.01,4.63,13.4,31.68,43.2,12.63,15.62,15.98,27.83,27.88,50.7009345794393,37.1069182389937,64.2241379310345,8.09859154929577,52.112676056337996,36.1224489795918,66.7226890756303,9.22897196261682,35.783945986496605,36.5126676602086,55.6464811783961,54.7504025764895,0.101301727194449,0.0874089188934957
2438,Air Force,2017,66.9261,104.144,109.587,49.80056980056981,54.6097285067873,17.8931611829368,17.4770411554266,26.4918625678119,24.566473988439302,37.3789173789174,32.6357466063348,21.190261496844002,45.536519386835,33.273219116321,17.619453924914698,43.6006825938567,38.7798634812287,76.33,1.71,0.18,-1.01,-1.27,-1.79,-1.53,2.02,33.02,19.47,18.63,17.22,22.03,22.58,5.29,15.11,14.46,22.96,42.07,14.22,20.84,21.02,25.51,18.34,46.889507892293395,36.283185840708,71.64634146341459,5.95744680851064,54.3617021276596,36.5942028985507,71.57712305026,10.0278551532033,38.6324786324786,46.8325791855204,59.7869507323569,60.319410319410295,0.0846110722603987,0.0901593392938674
2439,Akron,2017,65.5453,112.886,106.959,55.088607594936704,51.048951048951,17.1921272636738,16.7308750687947,29.3867120954003,27.903091060985798,37.2658227848101,32.917082917082894,18.7149794546134,41.8378782218902,39.4471423234965,18.5332801913113,52.0526106018334,29.4141092068553,76.33,-2.3,-1.5,-1.1,1.69,1.04,1.36,1.8,28.04,19.67,15.77,18.34,23.9,22.32,5.06,7.21,20.46,37.37,29.89,12.89,10.35,22.39,22.53,31.83,55.0098231827112,36.7816091954023,68.070652173913,8.327081770442609,48.9872468117029,36.7713004484305,70.5614567526555,6.97445972495088,48.455696202531605,33.4165834165834,54.4956140350877,45.27252502780871,0.0805094740152528,0.0863799564955316
2440,Alabama,2017,64.9821,105.461,91.9717,48.2460732984293,46.130952380952394,20.387535215811106,19.785371728424302,34.094616639478005,26.596604688763104,39.05759162303671,39.9350649350649,20.901287553648103,50.1287553648069,28.9699570815451,22.5,49.0,28.5,78.02,0.0,2.45,2.26,1.09,0.45,0.77,1.54,38.54,19.86,23.6,17.24,21.92,17.33,5.54,11.57,29.46,23.18,30.18,11.34,18.54,21.63,23.08,25.33,48.6666666666667,31.6901408450704,65.28150134048259,11.5479115479115,44.14414414414411,33.3333333333333,67.0731707317073,8.33333333333333,37.17277486911,33.9285714285714,48.2076637824475,43.4491978609626,0.0860233553409751,0.0924751069915482
2441,Alabama A&M,2017,64.2149,91.4217,121.635,44.1778630838132,53.51382488479261,19.8831090658434,14.0838689216391,29.4581280788177,36.3453815261044,39.28342930262321,33.5829493087558,22.798216276477103,56.0758082497213,20.9030100334448,17.6053215077605,53.924611973392494,28.470066518847,74.38,-2.54,-4.03,-3.4,-1.04,-0.96,-1.0,1.9,38.09,25.59,13.36,17.16,16.31,27.51,10.25,9.2,14.6,25.94,39.92,15.21,15.73,17.24,19.65,32.11,45.4792043399638,27.3522975929978,66.6123778501629,4.5375218150087315,53.0541012216405,36.271186440678,68.0960548885077,10.0361663652803,29.238643634037103,33.9861751152074,52.5477707006369,51.459854014598506,0.0533322977547362,0.105629016912293
2442,Alabama St.,2017,68.3056,91.1121,112.666,44.2977528089888,50.347624565469296,22.0425983833854,18.0305622750605,34.5484672742336,31.754874651810603,34.5505617977528,42.5840092699884,19.827147941026894,51.042196237925786,29.130655821047306,22.306660706303106,52.212784979883786,25.4805543138131,76.51,0.46,0.46,-0.11,-1.1,-1.04,-1.07,2.05,36.87,14.43,20.05,24.43,24.09,16.97,10.28,11.1,12.6,30.76,35.22,11.75,16.94,17.79,24.2,29.29,44.385499557913285,29.4298921417566,63.4146341463415,7.65957446808511,49.7021276595745,34.482758620689694,67.891156462585,8.04597701149425,36.4606741573034,31.9235225955968,40.981240981241,49.74160206718351,0.0689126202135819,0.10148091332822
2443,Albany,2017,64.0972,107.774,104.656,51.747311827957,51.2486126526082,18.343521025239397,17.5262354350059,32.960893854748605,23.5563703024748,33.4408602150538,31.354051054383998,19.7582325969154,56.857023759899995,23.3847436431847,17.728285077951,46.05790645879729,36.2138084632517,76.63,-0.28,0.48,0.77,-0.45,-1.21,-0.83,1.8,28.32,27.9,22.13,18.35,20.12,11.45,5.42,8.03,13.53,39.48,33.45,15.83,19.71,20.86,22.57,20.96,50.2949852507375,37.1031746031746,76.2057877813505,5.68627450980392,50.68627450980389,34.6547314578005,70.44247787610621,10.1032448377581,27.0967741935484,43.3962264150943,49.3670886075949,54.695431472081204,0.0767340359719172,0.0880852247251594
2444,Alcorn St.,2017,67.6736,95.4874,105.852,47.935368043088,47.3144236572118,20.408546078670398,18.5577710666342,31.902985074626894,31.164069660861607,32.7947336923998,39.7706698853349,18.348623853211,52.5993883792049,29.051987767584095,21.6783216783217,54.345654345654296,23.976023976024,76.12,-0.64,-0.01,-0.5,-0.66,-1.46,-1.06,2.06,31.88,14.22,17.37,22.56,27.62,18.21,9.72,9.88,18.49,32.15,29.74,12.37,17.86,16.91,29.5,23.32,47.9108635097493,31.986531986532,65.6934306569343,8.42945874001775,48.269742679680604,30.188679245282998,65.85735963581179,6.96378830083565,35.5475763016158,31.985515992758003,50.991501416430594,55.6818181818182,0.0915383316763895,0.100041892542502
2445,American,2017,64.2375,94.8585,108.146,50.3242542153048,52.48691099476439,20.176544766708695,20.176544766708695,21.656050955414,27.9826464208243,30.7392996108949,41.3612565445026,15.8807588075881,56.8021680216802,27.317073170731696,21.7179111761835,53.0990727183992,25.1830161054173,76.52,0.24,-1.09,-0.42,-0.94,0.98,0.02,1.31,27.72,23.32,17.28,15.92,19.51,23.94,14.64,13.25,20.81,18.89,32.35,18.52,17.35,24.79,19.36,19.9,51.7275419545903,31.758034026465,61.814345991561204,6.886792452830192,51.32075471698111,36.7521367521367,70.4113924050633,8.292201382033559,34.3060959792477,30.6282722513089,48.988439306358394,53.6312849162011,0.106487319602074,0.10088272383354402
